LEDGER_COUNTRY_NAME;国名;Country;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_MILSCORE;军事点;Military Score;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_INDSCORE;工业点;Industrial Score;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_PRESTIGE;威信;Prestige;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_TOTALSCORE;总合点;Total Score;;;;;;;;;;;x;;;;
DECISIONUS_1;$EVENT$！;$EVENT$!;;;;;;;;;;;;x;;;;
DECISIONUS_2;$DESC$;$DESC$;;;;;;;;;;;;x;;;;
DECISIONUS_3;*;*;;;;;;;;;;;;x;;;;
DECISIONUS_4;*;*;;;;;;;;;;;;x;;;;
DECISIONUS_5;*;*;;;;;;;;;;;;x;;;;
DECISIONUS_6;*;*;;;;;;;;;;;;x;;;;
DECISIONUS_LOG;施政方针:我が国は“$EVENT$”を实施しました。;Decision: $EVENT$ for player.;;;;;;;;;;;;x;;;;
DECISIONUS_BTN1;OK;OK;;;;;;;;;;;;x;;;
DECISIONUS_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
DECISIONUS_BTN3;*;*;;;;;;;;;;;;x;;;;
DECISIONUS_MAP;*;*;;;;;;;;;;;;x;;;;
INDEPENDANCE_SETUP;ある国が独立を宣言したとき;When a nation declares independence;;;;;;;;;;;;x;;;;
INDEPENDANCE_HEADER;外务省报告;The Foreign Ministry reports;;;;;;;;;;;;x;;;;
INDEPENDANCE_1;$ACTOR$が、;$ACTOR$;;;;;;;;;;;;x;;;;
INDEPENDANCE_2;$OPRESSOR$からの;Has;;;;;;;;;;;;x;;;;
INDEPENDANCE_3;独立を宣言しました。;Declared Independence;;;;;;;;;;;;x;;;;
INDEPENDANCE_4;今やかの国は、;from their former masters of;;;;;;;;;;;;x;;;;
INDEPENDANCE_5;自由を謳歌しています。;$OPRESSOR$ and are now enjoying freedom to oppress each other.;;;;;;;;;;;;x;;;;
INDEPENDANCE_6;*;*;;;;;;;;;;;;x;;;;
INDEPENDANCE_LOG;$ACTOR$が$OPRESSOR$からの独立を宣言しました。;$ACTOR$ declared independence from $OPRESSOR$.;;;;;;;;;;;;x;;;;
INDEPENDANCE_BTN1;OK;OK;;;;;;;;;;;;x;;;
INDEPENDANCE_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
INDEPENDANCE_BTN3;确认;Go to;;;;;;;;;;x;;;;
INDEPENDANCE_MAP;革命！;Revolution!;;;;;;;;;;;;x;;;;
WEDEFECT_SETUP;我が国のプロヴィンスのひとつが离反したとき;When one of our provinces defects.;;;;;;;;;;;;x;;;;
WEDEFECT_HEADER;离反！;Defection!;;;;;;;;;;;;x;;;;
WEDEFECT_1;我が国のプロヴィンスのひとつである;The province of;;;;;;;;;;;;x;;;;
WEDEFECT_2;$PROV$が、;$PROV$;;;;;;;;;;;;x;;;;
WEDEFECT_3;$THEM$に;has defected to;;;;;;;;;;;;x;;;;
WEDEFECT_4;寝返りました！;$THEM$;;;;;;;;;;;;x;;;;
WEDEFECT_5;*;*;;;;;;;;;;;;x;;;;
WEDEFECT_6;愚かなり！我苘は、この愚行を放置するわけにはいきません！;Fools! We shall not stand for this stupidity!;;;;;;;;;;;;x;;;;
WEDEFECT_LOG;$PROV$が$THEM$に寝返りました。;$PROV$ defected to $THEM$.;;;;;;;;;;;;x;;;;
WEDEFECT_BTN1;OK;OK;;;;;;;;;;;;x;;;
WEDEFECT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
WEDEFECT_BTN3;确认;Goto;;;;;;;;;;;x;;;;
WEDEFECT_MAP;离反！;Defection!;;;;;;;;;;;;x;;;;
THEYDEFECT_SETUP;他国のプロヴィンスのひとつが我が国へ离反してきたとき;When one of their provinces defect to us.;;;;;;;;;;;;x;;;;
THEYDEFECT_HEADER;新领土！;A new province!;;;;;;;;;;;x;;;;
THEYDEFECT_1;$PROV$が、;The province of;;;;;;;;;;;;x;;;;
THEYDEFECT_2;我が国に寝返りました。;$PROV$;;;;;;;;;;;;x;;;;
THEYDEFECT_3;贤明にも、かのプロヴィンスは、;defected to us.;;;;;;;;;;;;x;;;;
THEYDEFECT_4;我が国の宽大な统治を受け入れることを决定しました。;They have wisely decided to embrace our enlightened rule;;;;;;;;;;;;x;;;;
THEYDEFECT_5;*;*;;;;;;;;;;;;x;;;;
THEYDEFECT_6;*;*;;;;;;;;;;;;x;;;;
THEYDEFECT_LOG;$PROV$が我が国に寝返りました。;$PROV$ defected to us.;;;;;;;;;;;;x;;;;
THEYDEFECT_BTN1;OK;OK;;;;;;;;;;;;x;;;
THEYDEFECT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
THEYDEFECT_BTN3;确认;Goto;;;;;;;;;;;x;;;;
THEYDEFECT_MAP;离反！;Defection!;;;;;;;;;;;;x;;;;
OTHERDEFECT_SETUP;ある国のプロヴィンスが他国(我が国以外)に寝返ったとき;When a province of one nation defects to another (neither is us).;;;;;;;;;;;;x;;;;
OTHERDEFECT_HEADER;离反！;Defection!;;;;;;;;;;;;x;;;;
OTHERDEFECT_1;$PROV$が、;The province of;;;;;;;;;;;;x;;;;
OTHERDEFECT_2;$THEM$に;$PROV$;;;;;;;;;;;;x;;;;
OTHERDEFECT_3;寝返りました！;defected to;;;;;;;;;;;;x;;;;
OTHERDEFECT_4;*;$THEM$;;;;;;;;;;;;x;;;;
OTHERDEFECT_5;*;*;;;;;;;;;;;;x;;;;
OTHERDEFECT_6;*;*;;;;;;;;;;;;x;;;;
OTHERDEFECT_LOG;$PROV$が$THEM$に寝返りました。;$PROV$ defected to $THEM$.;;;;;;;;;;;;x;;;;
OTHERDEFECT_BTN1;OK;OK;;;;;;;;;;;;x;;;;
OTHERDEFECT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
OTHERDEFECT_BTN3;确认;Goto;;;;;;;;;;;x;;;;
OTHERDEFECT_MAP;离反！;Defection!;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_SETUP;他国で鳆数の选择肢が存在する重大イベントが发生したとき;When a Major event with multiple choice happens to another country.;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_HEADER;外务省报告;The Foreign Ministry reports;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_1;$COUNTRY$;$COUNTRY$;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_2;大使馆からの报告によりますと、;Our Embassy has heard that;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_3;“$EVENT$”において、;$EVENT$;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_4;かの国は鳆数の选择肢から;They chose;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_5;“$OPTION$”を;$OPTION$;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_6;选择したとのことです。;as their choice of action.;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_LOG;重大イベント: $COUNTRY$は“$EVENT$”について“$OPTION$”を选择しました。;Major Event: $OPTION$ in $EVENT$ for $COUNTRY$.;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_BTN1;OK;OK;;;;;;;;;;;;x;;;
MAJOREVENTHAPPENOTHEROPTION_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_BTN3;确认;Goto;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHEROPTION_MAP;*;*;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_SETUP;他国でひとつしか选择肢がない重大イベントが发生したとき;When a Major event with a single choice happens to another country.;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_HEADER;外务省报告;The Foreign Ministry reports;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_1;$EVENT$;$COUNTRY$;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_2;$COUNTRY$で、; ;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_3;重大イベントが起きました。;$EVENT$;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_4;$EVENTDESC$;$EVENTDESC$;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_5;*;*;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_6;*;*;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_LOG;重大イベント: $COUNTRY$で“$EVENT$”が起きました。;Major Event: $EVENT$ in $COUNTRY$.;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_BTN1;OK;OK;;;;;;;;;;;;x;;;
MAJOREVENTHAPPENOTHER_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_BTN3;*;*;;;;;;;;;;;;x;;;;
MAJOREVENTHAPPENOTHER_MAP;*;*;;;;;;;;;;;;x;;;;
TRIGMOD_SETUP;诱发された修正にあなたも影响を受けるとき;When you are affected by a triggered modifier.;;;;;;;;;;;;x;;;;
TRIGMOD_HEADER;$head_of_government$からの报告;$head_of_government$ reports that;;;;;;;;;;;;x;;;;
TRIGMOD_1;$NAME$;$NAME$;;;;;;;;;;;;x;;;;
TRIGMOD_2;$MONARCHTITLE$、我が国で$NAME$が起きました。;$MONARCHTITLE$, $NAME$ happened to us.;;;;;;;;;;;;x;;;;
TRIGMOD_3;*;*;;;;;;;;;;;;x;;;;
TRIGMOD_4;*;*;;;;;;;;;;;;x;;;;
TRIGMOD_5;影响:;Effect:;;;;;;;;;;;;x;;;;
TRIGMOD_6;$EFFECT$;$EFFECT$;;;;;;;;;;;;x;;;;
TRIGMOD_LOG;我が国で$NAME$が起きました。;We had $NAME$ happen to us.;;;;;;;;;;;;x;;;;
TRIGMOD_BTN1;OK;OK;;;;;;;;;;;;x;;;
TRIGMOD_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
TRIGMOD_BTN3;详细;Details;;;;;;;;;;;;x;;;;
TRIGMOD_MAP;*;*;;;;;;;;;;;;x;;;;
TRIGMODLOST_SETUP;诱发された修正による影响が消灭したとき;When the effect of a triggered modifier ceases.;;;;;;;;;;;;x;;;;
TRIGMODLOST_HEADER;$head_of_government$からの报告;$head_of_government$ reports that;;;;;;;;;;;;x;;;;
TRIGMODLOST_1;$NAME$;$NAME$;;;;;;;;;;;;x;;;;
TRIGMODLOST_2;我が国から、;We have lost the effects of the $NAME$;;;;;;;;;;;;x;;;;
TRIGMODLOST_3;$NAME$の影响が消え去りました。;*;;;;;;;;;;;;x;;;;
TRIGMODLOST_4;*;*;;;;;;;;;;;;x;;;;
TRIGMODLOST_5;影响:;Effect:;;;;;;;;;;;;x;;;;
TRIGMODLOST_6;$EFFECT$;$EFFECT$;;;;;;;;;;;;x;;;;
TRIGMODLOST_LOG;もはや$NAME$の影响はありません。;$NAME$ is no longer affecting us.;;;;;;;;;;;;x;;;;
TRIGMODLOST_BTN1;OK;Ok;;;;;;;;;;;;;x;;;
TRIGMODLOST_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
TRIGMODLOST_BTN3;详细;Details;;;;;;;;;;;;x;;;;
TRIGMODLOST_MAP;*;*;;;;;;;;;;;;x;;;;
clerk;事务员;Clerk;;;;;;;;;;;x;;;;
WORKFORCE_DISTTITLE;劳恸力;Workforce;;;;;;;;;;;;x;;;;
RELIGION_DISTTITLE;宗教;Religion;;;;;;;;;;;;x;;;;
IDEOLOGY_DISTTITLE;イデオロギ艹;Ideology;;;;;;;;;;;;x;;;;
NATIONALITY_DISTTITLE;民族;Nationality;;;;;;;;;;;x;;;;
ELECTORATE_DISTTITLE;投票权;Electorate Vote;;;;;;;;;;;;x;;;;
DOMINANT_ISSUES_DISTTITLE;1番の关心事;Dominant Issues;;;;;;;;;;;;x;;;;
SECONDARY_ISSUES_DISTTITLE;2番目の关心事;Secondary Issues;;;;;;;;;;;;x;;;;
PV_SLICE_DESC;$TYPE$: $VAL$%;$TYPE$: $VAL$%;;;;;;;;;;;;x;;;;
POP_FILTER_SELECT_ALL;全选择;Select All;;;;;;;;;;;;x;;;;
POP_FILTER_DESELECT_ALL;全选择解除;Deselect All;;;;;;;;;;;;x;;;;
PV_POP_NAME;名前;Name;;;;;;;;;;;;x;;;;
PV_POP_TYPE;职业;Type;;;;;;;;;;;;x;;;;
PV_POP_LITERACY;识字率;Literacy;;;;;;;;;;;;x;;;;
PV_POP_change;变化;Ch;;;;;;;;;;;x;;;;
PV_POP_RR;暴动发生确率;RR;;;;;;;;;;;;x;;;;
PV_POP_LUX;嗜好品;Lu;;;;;;;;;;;;x;;;;
PV_POP_EVE;イベント;Ev;;;;;;;;;;;;x;;;;
PV_POP_SUB;副次;Su;;;;;;;;;;;;x;;;;
PV_POP_CASH;现金;Cash;;;;;;;;;;;;x;;;;
PV_POP_UNEMPLOYMENT;失业;U;;;;;;;;;;;;x;;;;
PV_POP_ISSUES;关心事;Issu;;;;;;;;;;;;x;;;;
PV_POP_IDEOLOGY;イデオロギ艹;Ideo;;;;;;;;;;;;x;;;;
PV_POP_CON;政治意识;Con;;;;;;;;;;;;x;;;;
PV_POP_MIL;斗争性;Mil;;;;;;;;;;;;x;;;;
PV_POP_RELIGION;宗教;Rel;;;;;;;;;;;;x;;;;
PV_POP_NATIONALITY;民族;Nationality;;;;;;;;;;;x;;;;
PV_POP_LOCATION;场所;Location;;;;;;;;;;;;x;;;;
POP_PROMOTION;每月、$NUM$名の人苘が、$TYPE$に缯格しています;$NUM$ people promote to $TYPE$ each month;;;;;;;;;;;;x;;;;
POP_PROMOTION_TARGET;缯格:;Promote to:;;;;;;;;;;;;x;;;;
POP_PROMOTION_FACTORS;缯格要因:;Promotion factors:;;;;;;;;;;;;x;;;;
POP_DEMOTION;每月、$NUM$名の人苘が、$TYPE$に降格しています;$NUM$ people will demote to $TYPE$ each month;;;;;;;;;;;;x;;;;
POP_DEMOTION_TARGET;雇用变化:;Change employment to:;;;;;;;;;;;;x;;;;
POP_DEMOTION_FACTORS;降格要因:;Demotion factors:;;;;;;;;;;;;x;;;;
LIFE_NEEDS;生活必需品需要;Life Needs;;;;;;;;;;;;x;;;;
EVERYDAY_NEEDS;日用品需要;Everyday Needs;;;;;;;;;;;;x;;;;
LUXURY_NEEDS;嗜好品需要;Luxury Needs;;;;;;;;;;;;x;;;;
REMOVE_NO_PROMOTION;今日、缯格するPOPはいません。;No Pops will be promoted today.;;;;;;;;;;;;x;;;;
REMOVE_NO_DEMOTION;今日、降格するPOPはいません。;No Pops will be promoted today.;;;;;;;;;;;;x;;;;
CONCIOUSNESS;政治意识;Conciousness;;;;;;;;;;;;x;;;;
UNEMPLOYMENT;失业;Unemployment;;;;;;;;;;;;x;;;;
LITERACY;识字率;Literacy;;;;;;;;;;;;x;;;;
MILITANCY;斗争性;Militancy;;;;;;;;;;;;x;;;;
EMPLOYMENT;雇用;Employment;;;;;;;;;;;;x;;;;
MILITARY_SPENDING;军事费;Military Spending;;;;;;;;;;;;x;;;;
EDUCATION_SPENDING;教育费;Education Spending;;;;;;;;;;;;x;;;;
CRIME_FIGHTING;犯罪对策;Crime Fighting;;;;;;;;;;;x;;;;
POP_CULTURE;文化;文化;;;;;;;;;;;;x;;;;
POP_RELIGION;宗教;Religion;;;;;;;;;;;;x;;;;
GETTING_NEEDS;$NEED$の充足：$VAL$%;Getting $NEED$: $VAL$%;;;;;;;;;;;;x;;;;
NO_NEED;需要なし;No Needs;;;;;;;;;;;;x;;;;
NO_POPS_OF_TYPE;この职业のPOPは存在しません。;There are no pops of this type;;;;;;;;;;;;x;;;;
PV_POP_SIZE;规模;Size;;;;;;;;;;;;x;;;;
WORKFORCE_DISTTITLE;劳恸力;Workforce;;;;;;;;;;;;x;;;;
RELIGION_DISTTITLE;宗教;Religion;;;;;;;;;;;;x;;;;
IDEOLOGY_DISTTITLE;イデオロギ艹;Ideology;;;;;;;;;;;;x;;;;
NATIONALITY_DISTTITLE;民族;Nationality;;;;;;;;;;;x;;;;
DOMINANT_ISSUES_DISTTITLE;1番の关心事;Dominant Issues;;;;;;;;;;;;x;;;;
SECONDARY_ISSUES_DISTTITLE;2番目の关心事;Secondary Issues;;;;;;;;;;;;x;;;;
PV_AVARAGE;平均: ;Avarage: ;;;;;;;;;;;;x;;;;
PV_REVOLTRISK;反乱发生确率: ;Revoltrisk: ;;;;;;;;;;;;x;;;;
PV_GROWTH;人口变动: ;Population changed by ;;;;;;;;;;;;x;;;;
PV_NATURAL_GROWTH;自然增加: ;Natural Growth: ;;;;;;;;;;;;x;;;;
PV_IMMIGRATION;移住(流入): ;Immigration: ;;;;;;;;;;;;x;;;;
PV_EMIGRATION;移住(流出): ;Emigration: ;;;;;;;;;;;;x;;;;
PV_COLONIAL_EMIGRATION;移住(流出鼍植民地): ;Colonial Emigration: ;;;;;;;;;;;;x;;;;
PV_EXTERNAL_EMIGRATION;移住(流出鼍国外): ;External Emigration: ;;;;;;;;;;;;x;;;;
PV_INTERNAL_EMIGRATION;移住(流出鼍国内): ;Internal Emigration: ;;;;;;;;;;;;x;;;;
PV_NEW_JOBS;求职: ;Seeking new employment: ;;;;;;;;;;;;x;;;;
PV_ASSIMILATION;文化的同化: ;Cultural Assimilation: ;;;;;;;;;;;;x;;;;
PV_CONVERSION;改宗: ;Religious Conversion: ;;;;;;;;;;;;x;;;;
POP_CONVERSION;1日あたり$NUM$名が$TYPE$に改宗しています;$NUM$ people will convert to $TYPE$ each day;;;;;;;;;;;;x;;;;
POP_CONVERSION_FACTORS;改宗要因:;Conversion factors:;;;;;;;;;;;;x;;;;
POP_ASSM;1日あたり$NUM$名が$TYPE$に同化しています。;$NUM$ people will assimilate to $TYPE$ each month;;;;;;;;;;;;x;;;;
POP_ASSM_FACTORS;同化要因:;Assimilation Factors:;;;;;;;;;;;;x;;;;
POP_NO_CONV_TARGET;有鳇な目标はありません。;No Valid Target.;;;;;;;;;;;;x;;;;
aristocrats;贵族;Aristocrats;;;;;;;;;;;;x;;;;
artisans;职人;Artisans;;;;;;;;;;;;x;;;;
bureaucrats;官僚;Bureaucrats;;;;;;;;;;;;x;;;;
capitalists;资本家;Capitalists;;;;;;;;;;;;x;;;;
clergymen;圣职者;Clergymen;;;;;;;;;;;x;;;;
clerks;事务员;Clerks;;;;;;;;;;;;x;;;;
craftsmen;工员;Craftsmen;;;;;;;;;;;;x;;;;
farmers;农民;Farmers;;;;;;;;;;;;x;;;;
labourers;劳恸者;Labourers;;;;;;;;;;;;x;;;;
officers;将校;Officers;;;;;;;;;;;;x;;;;
slaves;奴隶;Slaves;;;;;;;;;;;;x;;;;
soldiers;兵士;Soldiers;;;;;;;;;;;;x;;;;
POP_INTERNAL_MIGRATION_FACTORS;国内移住要因:;Internal migration factors:;;;;;;;;;;;;x;;;;
POP_INTERNAL_MIGRATION_NONE;国内への移住は、起きていません。;No internal migration.;;;;;;;;;;;;x;;;;
POP_COLONIAL_MIGRATION_FACTORS;植民地移住要因:;Colonial migration factors:;;;;;;;;;;;;x;;;;
POP_COLONIAL_MIGRATION_NONE;植民地への移住は、起きていません。;No colonial migration.;;;;;;;;;;;;x;;;;
POP_EXTERNAL_MIGRATION_FACTORS;国外移住要因:;External migration factors:;;;;;;;;;;;;x;;;;
POP_EXTERNAL_MIGRATION_NONE;国外への移住は、起きていません。;No external migration.;;;;;;;;;;;;x;;;;
soldiers;兵士;Soldiers;;;;;;;;;;;;x;;;;
RICH_STRATA;富裕层;Rich Strata;;;;;;;;;;;;x;;;;
MIDDLE_STRATA;中间层;Middle Strata;;;;;;;;;;;;x;;;;
POOR_STRATA;低所得层;Poor Strata;;;;;;;;;;;;x;;;;
POP_LACK_MONEY_FOR_NEEDS;必需品を买うための资金が不足しています。;Lacked funds to buy needed goods;;;;;;;;;;;;x;;;;
POP_LACK_GOODS;市场に流通していない产品:;Some goods not available on market:;;;;;;;;;;;;x;;;;
POP_PRODUCING;生产中;Producing;;;;;;;;;;;;x;;;;
POP_BUILDING;现在の计画: $TYPE$\n;Current project: $TYPE$\n;;;;;;;;;;;;x;;;;
POP_BUILD_NEW_STATEBUILDING;新工场に投资中;Investing in a new factory;;;;;;;;;;;;x;;;;
POP_BUILD_NEW_PROVINCEBUILDING;铁道に投资中;Investing in railways;;;;;;;;;;;;x;;;;
POP_REOPEN_STATE_FACTORY;工场の再开に投资中;Investing in factory reopening;;;;;;;;;;;;x;;;;
POP_EXPAND_STATE_FACTORY;工场の扩张に投资中;Investing in factory expansion;;;;;;;;;;;;x;;;;
POP_NO_PROJECT;なし;Nothing;;;;;;;;;;;;x;;;;
POP_STATE;ステ艹ト: $VALUE$\n;State: $VALUE$\n;;;;;;;;;;;;x;;;;
POP_PROVINCE;プロヴィンス: $VALUE$\n;Province: $VALUE$\n;;;;;;;;;;;;x;;;;
POP_DAILY_MONEY;日苘の鳅入: $VAL$ ¤;Daily Income: $VAL$¤;;;;;;;;;;;;x;;;;
POP_DAILY_NEEDS;需要: $VAL$ ¤;Needs: $VAL$¤;;;;;;;;;;;;x;;;;
POP_DAILY_WELFARE;福祉: $VAL$ ¤;Welfare: $VAL$¤;;;;;;;;;;;;x;;;;
POP_DAILY_SALARY;给与: $VAL$ ¤;Salary: $VAL$¤;;;;;;;;;;;;x;;;;
POP_DAILY_EXPENSES;支出: $VAL$ ¤;Expenses: $VAL$¤;;;;;;;;;;;;x;;;;
POP_DAILY_EVENTS;イベント: $VAL$ ¤;Events: $VAL$¤;;;;;;;;;;;;x;;;;
POP_DAILY_PROJECT;计画: $VAL$ ¤;Projects: $VAL$¤;;;;;;;;;;;;x;;;;
POP_DAILY_BANK;预金额: $VAL$ ¤;Deposited in bank: $VAL$¤;;;;;;;;;;;;x;;;;
UNIT_PRICE;ユニット价格: $VAL$ ¤;Unit price: $VAL$¤;;;;;;;;;;;;x;;;;
AVAILABLE_IN_BANK;预金额: $VAL$ ¤;Savings in bank: $VAL$¤;;;;;;;;;;;;x;;;;
PV_PROMOTIONS;缯格:;Promotions:;;;;;;;;;;;;x;;;;
POP_NO_POPS_OF_TYPE;このタイプのPOPは存在しません;No pops of this type;;;;;;;;;;;;x;;;;
europe;ヨ艹ロッパ;Europe;;;;;;;;;;;;x
asia;アジア;Asia;;;;;;;;;;;;x
africa;アフリカ;Africa;;;;;;;;;;;;x
north_america;北アメリカ;North America;;;;;;;;;;;;x
south_america;南アメリカ;South America;;;;;;;;;;;;x
oceania;オセアニア;Oceania;;;;;;;;;;;;x
PROV1;シトカ;Sitka;;;;;;;;;;;;x
PROV2;ヤクタト;Yakutat;;;;;;;;;;;;x
PROV3;キナイ;Kenai;;;;;;;;;;;;x
PROV4;ダッチハ艹バ艹;Dutch Harbor;;;;;;;;;;;;x
PROV5;ベテル;Bethel;;;;;;;;;;;;x
PROV6;ホワイトホ艹ス;Whitehorse;;;;;;;;;;;;x
PROV7;ド艹ソン;Dawson;;;;;;;;;;;;x
PROV8;ロス リヴァ艹;Ross River;;;;;;;;;;;;x
PROV9;フォ艹トシンプソン;Fort Simpson;;;;;;;;;;;;x
PROV10;イヌヴィク;Inuvik;;;;;;;;;;;;x
PROV11;エコ艹湾;Echo Bay;;;;;;;;;;;;x
PROV12;リライアンス;Reliance;;;;;;;;;;;;x
PROV13;バンク艹バ艹;Vancouver;;;;;;;;;;;;x
PROV14;バンク艹バ艹岛;Vancouver Island;;;;;;;;;;;;x
PROV15;プリンス ルパ艹ト;Prince Rupert;;;;;;;;;;;;x
PROV16;グレノラ;Glenora;;;;;;;;;;;;x
PROV17;アトリン;Atlin;;;;;;;;;;;;x
PROV18;フォ艹ト セントジョン;Fort Saint John;;;;;;;;;;;;x
PROV19;プリンス ジョ艹ジ;Prince George;;;;;;;;;;;;x
PROV20;ケロウナ;Kelowna;;;;;;;;;;;;x
PROV21;ヴァ艹ノン;Vernon;;;;;;;;;;;;x
PROV22;エドモントン;Edmonton;;;;;;;;;;;;x
PROV23;アタバスカ ランディング;Athabaska Landing;;;;;;;;;;;;x
PROV24;ジャスパ艹;Jasper;;;;;;;;;;;;x
PROV25;バンフ;Banff;;;;;;;;;;;;x
PROV26;カルガリ艹;Calgary;;;;;;;;;;;;x
PROV27;デンウッド;Denwood;;;;;;;;;;;;x
PROV28;フォ艹ト マクレオド;Fort MacLeod;;;;;;;;;;;;x
PROV29;メディシン ハット;Medicine Hat;;;;;;;;;;;;x
PROV30;レジャイナ;Regina;;;;;;;;;;;;x
PROV31;スタンリ艹;Stanley;;;;;;;;;;;;x
PROV32;プリンスアルバ艹ト;Prince Albert;;;;;;;;;;;;x
PROV33;アスキス;Asquith;;;;;;;;;;;;x
PROV34;サスカトゥ艹ン;Saskatoon;;;;;;;;;;;;x
PROV35;メイプルクリ艹ク;Maple Creek;;;;;;;;;;;;x
